交通位置,参考价格,建成时间,建筑风格,所在小区,所属区县,网址
"
近地铁13号线金运路站
",40640元/m2,,/ 2005年建成,江桥,嘉定,https://sh.lianjia.com/xiaoqu/5011000013981/
"
",38268元/m2,,/ 2012年建成,江桥,嘉定,https://sh.lianjia.com/xiaoqu/5011000000586/
"
近地铁13号线金运路站
",47086元/m2,,/ 2008年建成,江桥,嘉定,https://sh.lianjia.com/xiaoqu/5011000016546/
"
近地铁11号线(花桥-三林)马陆站
",34975元/m2,,/ 2013年建成,嘉定新城,嘉定,https://sh.lianjia.com/xiaoqu/5011102209936/
"
近地铁4号线西藏南路站
",115427元/m2,,/ 2002年建成,世博滨江,黄浦,https://sh.lianjia.com/xiaoqu/5011000018025/
"
近地铁9号线马当路站
",109074元/m2,,/ 2002年建成,新天地,黄浦,https://sh.lianjia.com/xiaoqu/5011000016667/
"
近地铁4号线西藏南路站
",95708元/m2,,/ 2007年建成,蓬莱公园,黄浦,https://sh.lianjia.com/xiaoqu/5011000016510/
"
近地铁4号线西藏南路站
",75695元/m2,,/ 1973年建成,蓬莱公园,黄浦,https://sh.lianjia.com/xiaoqu/5011000008385/
"
近地铁8号线陆家浜路站
",86527元/m2,,/ 2000年建成,董家渡,黄浦,https://sh.lianjia.com/xiaoqu/5011000016976/
"
近地铁4号线南浦大桥站
",91538元/m2,,/ 2003年建成,蓬莱公园,黄浦,https://sh.lianjia.com/xiaoqu/5011000018124/
"
近地铁13号线世博会博物馆站
",114749元/m2,,/ 2001年建成,世博滨江,黄浦,https://sh.lianjia.com/xiaoqu/5011000014618/
"
近地铁9号线马当路站
",118714元/m2,,/ 2001年建成,新天地,黄浦,https://sh.lianjia.com/xiaoqu/5011000017903/
"
近地铁9号线马当路站
",99557元/m2,,/ 2002年建成,五里桥,黄浦,https://sh.lianjia.com/xiaoqu/5011000017603/
"
近地铁4号线鲁班路站
",84438元/m2,,/ 1980年建成,五里桥,黄浦,https://sh.lianjia.com/xiaoqu/5011000015310/
"
近地铁9号线打浦桥站
",80385元/m2,,/ 1999年建成,打浦桥,黄浦,https://sh.lianjia.com/xiaoqu/5011000016734/
"
近地铁8号线老西门站
",92652元/m2,,/ 2005年建成,老西门,黄浦,https://sh.lianjia.com/xiaoqu/5011000017599/
"
近地铁8号线老西门站
",96267元/m2,,/ 2001年建成,豫园,黄浦,https://sh.lianjia.com/xiaoqu/5011000016213/
"
近地铁4号线西藏南路站
",94528元/m2,,/ 1997年建成,世博滨江,黄浦,https://sh.lianjia.com/xiaoqu/5011000015553/
"
近地铁8号线老西门站
",130390元/m2,,/ 2002年建成,新天地,黄浦,https://sh.lianjia.com/xiaoqu/5011000017918/
"
近地铁8号线陆家浜路站
",79407元/m2,,/ 1990年建成,蓬莱公园,黄浦,https://sh.lianjia.com/xiaoqu/5011000016703/
"
近地铁4号线鲁班路站
",83493元/m2,,/ 2000年建成,五里桥,黄浦,https://sh.lianjia.com/xiaoqu/5011000015519/
"
近地铁8号线陆家浜路站
",118489元/m2,,/ 2000年建成,五里桥,黄浦,https://sh.lianjia.com/xiaoqu/5011000017991/
"
近地铁10号线(新江湾城-虹桥火车站)豫园站
",92595元/m2,,/ 1999年建成,豫园,黄浦,https://sh.lianjia.com/xiaoqu/5011000014270/
"
近地铁9号线马当路站
",80090元/m2,,/ 1999年建成,五里桥,黄浦,https://sh.lianjia.com/xiaoqu/5011000016250/
"
近地铁9号线打浦桥站
",93048元/m2,,/ 2003年建成,打浦桥,黄浦,https://sh.lianjia.com/xiaoqu/5011102207753/
"
近地铁9号线小南门站
",94936元/m2,,/ 2000年建成,黄浦滨江,黄浦,https://sh.lianjia.com/xiaoqu/5011000018345/
"
近地铁4号线大木桥路站
",75248元/m2,,/ 1984年建成,世博滨江,黄浦,https://sh.lianjia.com/xiaoqu/5011000011245/
"
近地铁8号线陆家浜路站
",89850元/m2,,/ 2001年建成,蓬莱公园,黄浦,https://sh.lianjia.com/xiaoqu/5011000018368/
"
近地铁9号线马当路站
",84390元/m2,,/ 2002年建成,五里桥,黄浦,https://sh.lianjia.com/xiaoqu/5011000015876/
"
近地铁9号线小南门站
",123184元/m2,,/ 2010年建成,黄浦滨江,黄浦,https://sh.lianjia.com/xiaoqu/5011000014083/
"
近地铁8号线陆家浜路站
",93796元/m2,,/ 2003年建成,蓬莱公园,黄浦,https://sh.lianjia.com/xiaoqu/5011000017420/
"
近地铁4号线鲁班路站
",73529元/m2,,/ 1988年建成,打浦桥,黄浦,https://sh.lianjia.com/xiaoqu/5011000006235/
"
近地铁4号线西藏南路站
",87279元/m2,,/ 2001年建成,蓬莱公园,黄浦,https://sh.lianjia.com/xiaoqu/5011000018290/
"
近地铁4号线西藏南路站
",75636元/m2,,/ 1978年建成,世博滨江,黄浦,https://sh.lianjia.com/xiaoqu/5011000015096/
"
近地铁1号线上海马戏城站
",87481元/m2,,/ 2007年建成,大宁,静安,https://sh.lianjia.com/xiaoqu/5011000016384/
"
近地铁2号线南京西路站
",117887元/m2,,/ 1999年建成,南京西路,静安,https://sh.lianjia.com/xiaoqu/5011000018140/
"
",55754元/m2,,/ 2011年建成,彭浦,静安,https://sh.lianjia.com/xiaoqu/5011000014053/
"
近地铁1号线延长路站
",77491元/m2,,/ 2005年建成,闸北公园,静安,https://sh.lianjia.com/xiaoqu/5011000017087/
"
近地铁2号线江苏路站
",89007元/m2,,/ 1998年建成,静安寺,静安,https://sh.lianjia.com/xiaoqu/5011000018221/
"
近地铁1号线上海马戏城站
",93395元/m2,,/ 2007年建成,大宁,静安,https://sh.lianjia.com/xiaoqu/5011000016608/
"
近地铁2号线南京西路站
",73606元/m2,,/ 2004年建成,南京西路,静安,https://sh.lianjia.com/xiaoqu/5011000018078/
