东城,西城,朝阳,海淀,丰台,石景山,通州,昌平,大兴,亦庄开发区,顺义,房山,门头沟,平谷,怀柔,密云,延庆
91987,113758,60830,86029,57775,49155,44771,42931,42425,44091,38262,35529,33808,19590,32977,21459,25380
